age,annual_income,employment_years,total_debt,debt_to_income,num_credit_lines,late_payments_2yr,credit_utilization,credit_history_length,recent_inquiries,loan_amount,home_ownership,savings_balance,creditworthy
45,70457.44,5.9,12823.25,0.182,7,2,0.163,5.1,1,19855.57,2,6844.06,1
61,52487.79,17.8,20207.8,0.385,8,0,0.204,15.1,2,17293.75,1,1144.94,1
37,90578.18,0.4,19746.04,0.218,2,2,0.126,20.4,1,10641.54,1,20786.01,1
41,48735.83,11.6,4483.7,0.092,10,1,0.159,12.7,2,10371.17,0,10423.06,1
67,119138.7,0.7,52182.75,0.438,4,1,0.205,0.0,0,9842.46,0,6569.54,1
66,38933.58,2.5,17559.04,0.451,6,1,0.498,4.3,1,35415.93,0,1977.38,0
68,33363.53,9.5,14446.41,0.433,3,0,0.266,7.7,0,6978.43,0,6851.23,1
49,64450.41,11.8,9860.91,0.153,2,0,0.181,7.2,1,10378.85,2,2915.48,1
58,96958.76,3.5,35196.03,0.363,3,1,0.284,7.2,1,8878.63,0,1529.35,1
53,24602.38,4.5,10825.05,0.44,6,3,0.163,0.9,3,6186.45,1,6014.78,0
51,44422.65,6.2,21900.37,0.493,3,1,0.208,17.6,3,7880.22,2,304.06,1
53,36120.25,8.9,16037.39,0.444,6,2,0.203,10.8,1,10064.34,0,8640.07,0
19,52650.21,0.6,26061.85,0.495,4,2,0.319,4.2,2,4861.67,2,866.02,0
32,49266.96,8.3,25126.15,0.51,1,0,0.382,5.1,2,26612.74,2,7182.83,1
51,96056.38,3.3,35156.64,0.366,6,1,0.312,11.0,2,15301.98,1,498.59,0
53,46434.48,3.0,19734.65,0.425,4,0,0.362,6.7,0,19056.76,1,1814.65,1
23,97478.98,2.8,48739.49,0.5,1,4,0.379,8.6,2,8984.06,0,5139.62,1
56,41875.23,3.6,17126.97,0.409,2,1,0.145,10.1,0,8202.29,2,8474.63,1
59,77904.65,14.5,41289.46,0.53,6,1,0.147,5.4,1,8705.03,1,1300.95,1
68,54958.38,4.0,26434.98,0.481,4,1,0.087,16.6,1,6517.08,1,982.2,1
68,116418.03,15.3,29686.6,0.255,6,0,0.358,0.0,0,21588.22,1,10161.12,1
29,23423.44,1.0,3607.21,0.154,3,2,0.22,4.1,1,22880.16,1,29187.93,1
20,27393.78,6.4,9670.0,0.353,3,0,0.178,12.1,0,13763.97,0,1000.38,1
62,122493.24,8.4,21191.33,0.173,4,1,0.413,4.6,7,27415.03,1,129.35,1
35,33974.57,5.7,12298.79,0.362,2,1,0.312,7.2,1,41682.58,0,18488.4,1
57,35069.89,4.7,12239.39,0.349,3,3,0.12,14.2,1,29973.86,1,2498.1,0
38,31638.76,4.2,17243.12,0.545,1,0,0.61,10.4,0,7468.93,1,1005.75,0
32,87048.7,9.9,37082.75,0.426,3,3,0.295,8.6,2,2318.45,0,3196.54,1
50,26193.62,8.6,13018.23,0.497,4,2,0.34,13.9,2,15454.91,0,30750.14,1
52,49574.17,0.7,13732.05,0.277,1,2,0.337,5.1,2,12786.11,1,6562.24,0
43,42924.12,9.4,24853.07,0.579,3,2,0.069,10.2,1,10565.65,1,7606.14,0
25,82310.82,2.7,39838.44,0.484,1,1,0.275,10.6,0,8611.56,0,3619.7,1
53,36980.97,1.5,15310.12,0.414,4,0,0.111,2.2,1,22256.77,1,5283.7,0
65,60333.11,10.2,4766.32,0.079,4,0,0.277,3.7,0,3913.37,0,22852.38,1
47,27293.17,2.8,14383.5,0.527,8,0,0.17,0.0,2,24814.85,0,1009.2,0
40,152813.04,8.3,94132.83,0.616,5,2,0.52,9.4,2,28007.65,0,7421.39,1
59,43486.41,1.5,15307.22,0.352,5,1,0.192,14.2,0,10830.33,1,2859.54,0
61,49236.07,0.0,17478.8,0.355,3,1,0.346,4.0,2,11737.38,0,2763.94,1
31,112125.85,3.4,30498.23,0.272,5,0,0.021,0.0,2,4858.82,0,755.02,1
31,36558.3,0.5,3838.62,0.105,5,1,0.507,7.8,1,18082.36,1,4939.4,0
19,112836.05,7.0,30014.39,0.266,2,0,0.574,14.0,0,21221.16,1,5994.85,1
54,39905.3,1.6,23903.27,0.599,3,1,0.377,6.2,1,15655.76,0,2382.49,0
22,68586.37,2.9,35116.22,0.512,3,1,0.027,10.6,3,4704.58,2,16926.3,1
55,36814.95,0.5,8614.7,0.234,5,0,0.44,0.0,0,3768.2,0,3294.47,0
62,24884.04,1.7,6544.5,0.263,3,0,0.009,10.9,0,8568.21,0,233.22,1
58,60312.65,7.6,40409.48,0.67,4,0,0.06,15.6,0,10378.79,2,5766.16,1
64,67504.65,0.8,13298.42,0.197,4,8,0.139,17.2,0,18198.97,1,738.62,0
31,25388.64,5.2,6169.44,0.243,4,1,0.48,13.0,0,8567.16,1,16549.79,0
56,42043.95,12.5,12024.57,0.286,5,2,0.655,20.8,0,18724.16,2,28319.53,1
42,89355.63,5.7,13045.92,0.146,3,1,0.232,12.3,1,19487.07,1,9982.71,1
37,66175.1,8.3,17801.1,0.269,3,0,0.515,7.5,1,13149.51,2,2979.0,1
19,40230.97,0.6,10942.82,0.272,5,2,0.118,5.7,0,16670.95,0,6131.19,0
56,36360.46,1.4,7817.5,0.215,7,1,0.58,0.0,0,7710.67,1,1215.24,0
23,129848.3,11.2,71286.72,0.549,7,1,0.176,4.8,1,4989.15,1,6218.02,1
34,23778.43,6.3,4161.23,0.175,4,2,0.307,2.5,1,7034.9,0,1148.36,0
42,47591.08,5.1,15657.47,0.329,2,5,0.302,12.0,2,6005.08,2,28438.72,1
45,23568.15,5.4,5137.86,0.218,5,1,0.315,2.1,1,20463.2,2,913.26,1
19,94599.49,2.7,30177.24,0.319,5,0,0.34,2.8,2,16606.76,2,417.38,1
52,48846.51,0.2,10306.61,0.211,4,1,0.516,12.8,0,2927.0,0,2446.42,1
54,53588.35,7.7,19345.39,0.361,4,1,0.308,5.3,3,11018.16,0,6067.96,1
22,195721.14,5.7,77897.01,0.398,5,1,0.453,12.2,2,3389.84,0,48100.94,1
18,36434.22,3.2,20403.16,0.56,4,5,0.226,16.8,0,5164.93,2,1251.04,0
57,117511.09,11.5,30787.91,0.262,1,1,0.278,3.4,1,16304.79,1,3213.51,0
29,40321.26,2.0,23910.51,0.593,4,1,0.261,9.6,1,3517.2,0,2977.92,1
53,43618.81,1.7,9988.71,0.229,3,2,0.178,22.6,0,4365.46,2,842.5,1
62,183338.17,10.3,57568.19,0.314,6,0,0.64,11.3,0,5353.71,1,896.64,1
40,45227.24,8.0,27814.75,0.615,4,2,0.083,12.7,2,3823.9,1,310.11,0
64,24656.96,3.6,19355.71,0.785,5,3,0.281,7.4,1,4221.1,1,18637.65,0
48,56441.47,0.7,34034.21,0.603,4,0,0.081,8.9,1,9569.42,1,1149.08,1
28,44964.64,1.2,14208.83,0.316,2,1,0.23,11.9,2,3601.62,0,243.99,0
27,58897.15,5.3,25149.08,0.427,3,5,0.13,2.1,0,8523.57,2,1874.28,1
20,45853.24,2.4,20725.66,0.452,3,2,0.271,1.3,2,9951.25,2,12865.39,0
31,148415.69,9.1,59663.11,0.402,5,1,0.348,10.0,0,15539.51,0,5533.71,1
33,64755.11,15.0,12886.27,0.199,9,0,0.259,6.8,2,17285.05,0,5503.07,1
27,28638.8,8.2,11025.94,0.385,4,2,0.477,1.4,0,4334.11,2,20796.75,1
46,52170.55,2.4,14294.73,0.274,5,0,0.288,0.3,1,4472.6,2,10408.5,1
27,32865.71,7.8,6737.47,0.205,6,1,0.069,13.2,2,4325.39,1,128.99,1
29,43310.18,2.2,13122.98,0.303,6,0,0.106,7.8,1,15907.02,0,1681.08,1
47,31094.3,0.9,12344.44,0.397,6,0,0.214,5.9,2,12177.56,1,5021.33,1
58,140583.83,0.2,70291.91,0.5,4,1,0.64,7.9,0,8007.1,1,3741.14,1
18,34693.5,2.4,10824.37,0.312,11,3,0.384,8.2,0,4840.48,1,5807.65,0
22,69132.63,11.7,23366.83,0.338,6,2,0.265,6.9,1,10863.58,1,74616.23,1
37,41700.16,1.4,19640.78,0.471,3,1,0.17,0.0,1,22500.59,0,931.06,0
25,27468.45,1.2,9916.11,0.361,0,2,0.107,9.9,1,21638.41,0,200.43,1
60,54112.73,17.5,22023.88,0.407,8,4,0.274,3.1,0,4089.01,1,160.79,1
29,59894.86,0.1,21681.94,0.362,1,1,0.428,6.0,0,18819.17,0,9007.41,1
18,64816.36,7.7,24630.22,0.38,6,0,0.162,10.2,1,4057.0,2,2459.78,1
37,13212.13,1.9,2483.88,0.188,2,2,0.131,11.9,1,7774.66,0,499.33,0
45,26438.52,0.2,9729.38,0.368,3,1,0.207,9.6,2,7244.32,0,2248.62,1
60,79124.46,12.5,44626.2,0.564,7,2,0.379,8.6,3,11611.85,0,1675.42,1
54,30890.27,0.8,11583.85,0.375,4,1,0.16,12.5,1,5423.62,0,1950.33,0
64,54256.17,4.0,12207.64,0.225,3,1,0.2,10.2,2,10527.38,0,300.1,1
54,26133.88,1.6,14922.45,0.571,9,3,0.734,3.3,1,5174.27,1,6071.69,0
29,70671.7,0.3,32367.64,0.458,2,1,0.121,12.5,1,10972.99,2,7053.57,0
54,78091.37,0.3,36312.49,0.465,2,0,0.144,12.1,3,4490.08,2,3479.81,1
66,70682.62,0.6,32584.69,0.461,3,0,0.459,8.8,0,7795.93,1,2720.25,1
66,82148.05,0.4,14868.8,0.181,3,0,0.454,11.2,0,9919.04,1,3694.95,1
61,107146.26,7.1,47894.38,0.447,3,2,0.288,9.2,0,8517.56,1,3162.28,1
45,27254.2,3.3,15207.84,0.558,6,1,0.204,0.0,1,16431.11,0,353.99,0
64,33046.27,2.1,9186.86,0.278,6,0,0.097,6.0,0,2552.08,1,1090.61,1
32,76785.55,2.7,4683.92,0.061,10,1,0.358,7.2,0,10990.37,0,3853.55,1
23,86259.02,13.2,34934.9,0.405,2,0,0.314,7.1,1,6014.14,0,1233.57,0
61,34990.38,12.1,12421.58,0.355,3,3,0.434,5.5,0,14108.84,0,8607.25,1
37,33794.62,6.3,3987.77,0.118,1,1,0.032,7.8,2,10080.52,2,588.79,1
67,35379.69,10.8,15602.44,0.441,3,5,0.312,11.8,1,19010.23,0,49923.96,0
31,21970.43,1.9,9447.28,0.43,3,2,0.405,9.2,0,8606.57,1,35903.25,1
19,25959.54,2.4,3374.74,0.13,5,1,0.183,7.1,2,20754.93,0,2121.77,0
26,26274.49,4.8,16631.75,0.633,3,1,0.655,0.0,5,10872.34,1,494.48,0
54,42317.28,4.9,19592.9,0.463,3,2,0.257,13.3,2,4555.25,1,1566.52,1
37,56129.58,3.3,3704.55,0.066,2,0,0.155,5.6,1,6075.14,0,12790.62,1
43,60884.65,2.6,28798.44,0.473,3,1,0.323,16.7,1,6960.65,1,1984.49,0
46,38014.35,21.4,17790.72,0.468,2,1,0.125,3.6,1,10601.79,1,4783.22,1
18,38484.33,8.6,21628.19,0.562,7,3,0.124,11.6,0,16981.24,1,3170.37,1
52,52147.46,2.9,13349.75,0.256,2,2,0.266,7.3,1,14277.75,1,5922.58,1
23,23201.98,6.5,11020.94,0.475,7,0,0.288,2.1,0,14746.8,0,5436.72,0
54,79199.1,1.6,24947.72,0.315,5,1,0.091,12.7,0,6324.28,1,2088.39,1
22,93217.68,0.5,24889.12,0.267,5,0,0.391,0.0,1,16804.54,1,17049.3,1
50,35853.97,2.2,7887.87,0.22,2,2,0.149,8.8,1,10534.17,1,5491.72,0
66,40166.23,2.6,2610.8,0.065,1,2,0.489,8.6,1,15943.11,1,12306.55,1
68,91277.18,0.1,39340.46,0.431,6,0,0.209,4.3,1,4078.68,2,2222.12,1
31,46095.67,8.4,14243.56,0.309,5,1,0.155,14.0,2,12984.07,2,2443.1,1
29,65783.39,2.2,0.0,0.0,4,4,0.323,9.2,0,6860.31,0,74363.41,1
59,46809.77,4.3,16898.33,0.361,5,1,0.202,16.8,2,4632.28,1,2850.95,1
37,106740.26,0.4,55931.9,0.524,5,0,0.179,9.4,2,14587.34,1,13415.53,1
67,62632.51,1.0,9645.41,0.154,4,2,0.658,10.7,1,7650.99,1,519.46,0
41,64461.79,11.0,15664.21,0.243,2,2,0.076,0.0,3,13605.43,2,4578.84,0
60,65065.73,4.7,27067.34,0.416,4,0,0.314,11.5,0,5503.01,1,1827.44,0
51,37139.75,15.0,0.0,0.0,5,2,0.191,10.3,0,33489.08,1,18893.92,1
42,38885.64,33.4,10499.12,0.27,4,3,0.063,5.5,4,9215.05,1,1324.91,1
67,72014.5,2.3,28949.83,0.402,4,3,0.302,4.3,2,7468.65,2,1781.93,0
46,52219.25,1.8,13890.32,0.266,2,0,0.243,6.9,2,17925.71,1,5976.26,1
56,27206.05,9.8,4216.94,0.155,2,1,0.529,12.3,1,9400.92,0,844.21,1
48,125060.41,32.9,20259.79,0.162,3,0,0.395,2.2,2,66133.6,2,3473.19,1
64,79940.34,5.0,8633.56,0.108,5,2,0.202,1.5,0,19911.2,2,1447.78,1
60,49951.77,7.9,12737.7,0.255,1,0,0.241,12.0,1,7449.91,1,3527.43,1
67,42755.35,7.6,21719.72,0.508,3,0,0.506,6.0,0,10348.15,1,2671.58,1
40,54140.51,2.2,38114.92,0.704,5,5,0.17,7.3,1,10298.68,0,26978.65,0
61,63497.77,4.3,22541.71,0.355,1,1,0.113,7.4,1,5254.44,0,5193.61,1
55,17738.62,9.0,8248.46,0.465,3,0,0.496,9.6,1,21378.26,0,621.85,0
37,140952.02,5.8,29458.97,0.209,6,0,0.127,14.3,1,7648.44,1,989.35,1
40,33026.25,0.1,1188.94,0.036,1,0,0.369,2.7,1,8532.3,1,1763.91,0
62,48974.12,2.1,30755.75,0.628,3,0,0.201,10.1,4,11284.43,1,1287.11,0
69,49882.9,0.8,13019.44,0.261,4,5,0.254,7.9,1,5713.6,1,16370.8,0
33,133042.66,1.3,60933.54,0.458,1,2,0.06,9.5,1,11235.15,0,1525.75,1
67,46907.75,11.8,17543.5,0.374,7,4,0.123,19.2,1,7319.37,2,2850.52,1
59,108472.68,0.2,54127.87,0.499,4,3,0.147,1.8,2,7435.86,0,6134.16,1
25,60075.88,1.2,29617.41,0.493,1,2,0.355,11.0,1,8979.64,0,84863.41,1
67,30304.68,1.9,11879.43,0.392,8,0,0.255,13.5,2,6367.92,1,2501.47,1
38,52436.27,4.8,21394.0,0.408,3,1,0.076,3.0,1,3870.64,2,21886.83,1
18,46200.49,3.8,24578.66,0.532,2,1,0.23,6.8,1,10984.96,2,1776.66,1
25,28508.7,1.2,8239.01,0.289,5,0,0.248,5.4,2,2505.56,1,9618.26,1
46,58621.77,0.9,34176.49,0.583,3,1,0.106,15.0,1,2560.38,1,1091.75,0
49,49565.55,1.4,12093.99,0.244,11,1,0.545,8.0,0,10166.33,2,7794.82,1
55,64744.94,3.5,23372.92,0.361,6,2,0.503,0.0,0,8873.97,0,1907.57,0
22,53996.6,1.6,23974.49,0.444,3,3,0.322,19.4,1,11563.33,0,8908.79,0
64,35399.34,14.7,3752.33,0.106,3,2,0.015,16.3,1,14744.44,1,7843.75,1
39,71981.69,3.1,40093.8,0.557,6,1,0.31,12.7,1,3021.9,2,6321.55,1
64,35875.18,0.3,15103.45,0.421,2,1,0.253,6.9,0,6844.36,0,4982.35,0
51,10406.28,6.5,8793.31,0.845,3,0,0.195,2.5,4,7565.83,1,1681.26,0
18,52277.77,2.0,34607.88,0.662,7,2,0.561,6.7,1,11936.63,0,7112.52,0
43,37159.07,5.3,12931.36,0.348,4,0,0.032,12.6,2,11349.68,2,436.2,1
60,59341.56,1.6,36673.08,0.618,7,0,0.354,7.0,0,7761.86,2,63843.83,1
27,133177.2,4.2,63525.52,0.477,5,2,0.388,5.2,0,10162.84,2,6459.54,1
47,135113.42,7.4,52018.67,0.385,2,1,0.429,0.6,0,8392.41,2,5713.68,1
67,45136.14,13.2,4558.75,0.101,3,1,0.202,3.4,1,5723.76,2,5253.83,0
35,32426.86,1.5,4410.05,0.136,5,0,0.169,1.1,0,10222.61,0,1221.1,0
34,65666.33,2.0,23048.88,0.351,7,0,0.475,8.6,1,2733.86,1,1457.13,0
43,40736.8,3.1,11243.36,0.276,5,1,0.187,12.1,0,11466.41,0,3979.89,1
25,59628.46,13.1,22897.33,0.384,9,0,0.402,1.6,0,23095.93,0,1662.28,1
64,35227.05,11.6,19586.24,0.556,2,0,0.219,0.0,0,8037.26,0,719.16,0
57,55567.08,0.5,26672.2,0.48,5,0,0.134,8.0,2,34105.12,2,2706.76,1
66,32663.48,0.7,8035.22,0.246,5,0,0.508,6.9,2,14211.8,1,4540.27,1
29,88621.23,3.4,43335.78,0.489,6,0,0.256,9.7,0,23742.96,1,2937.98,1
44,36497.94,0.6,7774.06,0.213,0,0,0.362,0.5,2,12474.96,1,10540.44,1
25,68223.97,2.1,12212.09,0.179,5,4,0.098,13.7,2,13779.59,0,3626.59,0
42,26045.92,0.8,10600.69,0.407,3,2,0.348,10.1,2,10785.31,0,19982.3,0
63,72445.29,5.1,16517.53,0.228,3,1,0.328,13.7,0,3863.48,1,47465.93,1
21,30236.59,14.9,7680.09,0.254,3,0,0.07,5.7,1,3043.61,0,2541.88,1
50,55859.14,28.6,27873.71,0.499,6,0,0.896,13.1,2,8563.11,1,782.11,1
18,81764.67,2.4,36712.34,0.449,3,3,0.403,5.2,1,6893.8,1,755.72,1
36,44356.23,4.6,13040.73,0.294,3,1,0.575,12.9,0,7027.88,0,2810.25,0
48,29302.16,9.7,3106.03,0.106,5,2,0.306,5.3,2,4635.39,2,7805.07,1
33,62843.72,0.6,15082.49,0.24,2,1,0.382,0.0,3,19247.49,1,1963.11,1
31,32193.16,5.8,20635.82,0.641,2,2,0.157,12.2,1,5330.97,2,3076.76,1
65,40049.73,2.6,19824.62,0.495,2,2,0.27,4.9,0,5128.06,1,1597.29,1
22,55978.97,1.2,31572.14,0.564,3,1,0.408,12.7,2,10127.62,1,2037.14,0
58,96793.78,2.6,37555.99,0.388,3,1,0.397,0.0,2,18959.49,2,3397.95,1
43,49675.97,0.4,14753.76,0.297,7,1,0.254,0.0,0,16465.0,1,9612.31,0
45,49584.26,5.9,24097.95,0.486,4,2,0.172,6.0,1,6702.51,1,9132.08,0
19,70880.91,1.5,38417.45,0.542,3,1,0.557,8.1,0,8713.01,1,203.82,0
67,50271.12,1.9,13975.37,0.278,3,0,0.618,0.0,0,26480.99,0,6735.29,0
23,67357.2,0.6,16367.8,0.243,4,2,0.286,4.9,2,19218.73,1,6488.67,0
26,84058.37,10.0,10255.12,0.122,4,1,0.309,2.3,2,16747.45,0,2682.71,0
50,41611.48,3.4,9945.14,0.239,3,4,0.151,8.5,1,12470.92,1,1989.02,0
58,9532.81,4.2,4289.76,0.45,1,0,0.244,19.1,1,10510.19,1,6161.95,1
42,32566.4,4.2,8499.83,0.261,4,2,0.236,5.8,1,33029.08,1,3491.13,1
65,89710.31,2.6,43958.05,0.49,0,1,0.27,4.8,1,19480.02,1,2265.02,1
30,48200.16,1.1,31089.1,0.645,4,3,0.065,8.6,2,10649.42,0,40370.78,0
26,41375.11,6.8,14646.79,0.354,6,2,0.362,17.8,1,15274.49,0,5503.17,0
30,87850.56,0.7,30571.99,0.348,1,0,0.252,2.4,0,8522.33,1,1575.45,0
48,46599.15,0.5,20130.83,0.432,4,0,0.215,8.2,1,3779.59,2,7301.25,1
58,17218.39,6.2,4545.65,0.264,1,0,0.05,20.5,5,5359.16,0,5041.37,1
28,23094.48,1.2,5842.9,0.253,5,1,0.095,4.6,0,7506.8,0,4703.89,1
21,60435.02,1.8,15531.8,0.257,3,0,0.641,5.4,0,7220.82,2,8458.68,1
51,47408.39,3.2,8438.69,0.178,5,0,0.084,12.6,0,6413.43,0,1690.8,1
55,101450.7,3.0,49203.59,0.485,6,1,0.47,17.0,1,6590.78,0,4090.43,1
63,33974.5,6.2,9376.96,0.276,4,0,0.529,17.7,0,21669.56,0,1079.39,1
21,41992.64,4.9,21710.19,0.517,7,1,0.328,7.3,1,29720.43,0,7832.88,0
55,31500.18,5.2,13513.58,0.429,2,1,0.472,3.3,0,21750.99,1,3043.83,0
36,37786.34,6.3,13111.86,0.347,5,0,0.374,4.9,2,2712.33,0,1126.09,0
23,19035.25,1.7,8965.6,0.471,4,0,0.178,2.5,1,18896.72,1,2809.48,0
51,40423.14,1.9,8408.01,0.208,3,0,0.15,8.4,0,15396.62,1,3950.11,1
35,47765.82,2.9,11129.44,0.233,4,1,0.35,11.3,0,9678.51,0,8806.08,1
30,45790.62,1.8,20926.31,0.457,6,3,0.183,9.0,0,7345.29,1,12897.96,1
58,143598.52,21.0,3015.57,0.021,5,1,0.249,5.5,0,8242.44,0,9140.49,1
40,122607.35,8.4,43157.79,0.352,4,2,0.491,12.7,1,17925.73,2,5690.85,1
36,33676.32,0.9,14783.9,0.439,1,2,0.159,10.7,1,12474.1,0,7242.79,1
62,17641.89,0.0,9650.11,0.547,4,1,0.392,10.4,0,20573.06,1,2172.72,0
28,46648.68,0.2,26916.29,0.577,4,4,0.517,12.0,3,16135.96,1,804.43,0
18,59175.04,1.4,19527.76,0.33,5,1,0.171,9.6,2,23489.57,0,1341.66,0
41,31880.76,0.6,14856.43,0.466,5,0,0.32,7.4,1,14477.91,1,3159.06,1
24,32679.79,3.8,7483.67,0.229,6,2,0.446,1.9,0,5002.35,2,2336.05,1
42,108150.33,9.8,30606.54,0.283,3,0,0.037,6.5,0,3789.38,0,2221.37,1
38,43097.67,6.7,23919.21,0.555,8,1,0.224,4.1,2,14583.19,1,4130.01,0
32,68263.13,1.2,23482.52,0.344,5,1,0.122,16.8,1,14190.81,0,9800.55,1
18,30786.98,2.5,11514.33,0.374,5,1,0.166,16.3,4,6834.32,0,4183.97,0
29,47644.85,3.5,9290.75,0.195,3,4,0.521,15.2,0,11480.24,1,1666.79,0
24,41432.91,8.3,17111.79,0.413,3,2,0.313,6.0,1,7535.19,1,693.9,1
32,34972.36,9.1,16192.2,0.463,4,3,0.301,7.4,0,7362.1,1,2472.72,0
38,87347.54,12.0,40005.17,0.458,3,2,0.054,4.8,1,4188.28,1,256.49,1
36,24478.77,3.6,4112.43,0.168,2,1,0.044,2.0,0,10166.64,1,11025.73,0
46,56955.66,5.9,28477.83,0.5,3,2,0.433,12.2,1,7258.1,1,3349.48,0
42,41045.61,0.6,8209.12,0.2,6,2,0.152,4.3,1,12419.47,0,24934.31,1
50,60319.59,4.2,20870.58,0.346,4,2,0.17,6.7,1,3456.5,0,14858.09,1
66,41324.54,1.4,4421.73,0.107,5,0,0.344,6.2,1,14201.89,0,5772.59,0
49,75629.11,2.8,24428.2,0.323,8,1,0.199,17.5,1,7265.11,0,1635.04,1
66,30642.67,5.0,6097.89,0.199,2,0,0.15,8.3,0,5218.85,0,1910.94,1
52,87445.99,1.5,24747.22,0.283,8,0,0.205,12.3,0,7601.14,1,19342.53,1
61,48319.89,0.3,17346.84,0.359,6,0,0.627,6.2,1,3793.62,0,5316.04,0
55,25228.98,0.1,11958.54,0.474,7,0,0.188,4.6,0,8311.92,0,616.25,0
43,68879.08,0.1,32304.29,0.469,3,1,0.356,10.0,2,10656.4,1,1998.47,0
28,44381.37,0.0,0.0,0.0,1,0,0.467,13.2,1,10338.24,0,16209.27,1
52,20870.27,0.6,9433.36,0.452,7,2,0.212,5.4,0,13042.6,1,11190.44,0
25,57886.19,1.4,22054.64,0.381,3,0,0.808,11.3,1,7040.25,0,4861.38,1
63,81088.62,1.3,21569.57,0.266,3,2,0.319,6.7,2,15797.75,0,15316.87,1
31,93066.34,21.6,20288.46,0.218,2,1,0.527,0.0,6,11610.92,0,670.97,1
27,40571.62,1.8,13834.92,0.341,4,2,0.355,4.1,2,16148.14,0,1462.93,0
19,52715.2,0.7,20295.35,0.385,3,1,0.361,7.9,1,26781.39,1,2616.29,1
63,50275.25,3.9,20462.03,0.407,2,1,0.43,9.2,0,3902.07,1,1632.81,1
26,103249.26,9.8,33039.76,0.32,6,1,0.234,11.1,0,7866.93,1,7329.39,1
20,32687.75,5.7,0.0,0.0,4,2,0.378,15.5,1,6262.22,0,7794.91,1
38,38858.04,1.8,10724.82,0.276,2,2,0.442,8.0,0,35701.41,0,5487.83,1
43,32294.1,4.1,5554.59,0.172,2,1,0.175,0.8,2,14162.82,1,876.51,0
25,23752.06,6.3,15628.86,0.658,7,2,0.403,9.1,1,11758.1,1,24922.65,0
65,55486.42,6.5,19919.62,0.359,3,2,0.335,5.8,3,20283.98,2,4477.59,0
19,109168.64,5.5,50326.74,0.461,7,1,0.313,2.7,0,9971.19,0,440.82,1
23,44389.48,10.2,19753.32,0.445,3,0,0.217,8.3,0,13095.18,0,703.06,0
45,31541.26,10.2,12521.88,0.397,3,2,0.133,11.5,0,7527.89,1,1198.58,1
46,53821.58,4.3,15500.62,0.288,0,1,0.458,11.0,1,4364.78,0,21649.26,1
43,65812.11,2.8,17637.65,0.268,6,2,0.271,3.6,0,16957.72,1,1045.64,0
42,45334.27,5.1,2130.71,0.047,2,2,0.228,14.0,0,5564.2,1,835.51,1
29,98890.42,8.5,36688.35,0.371,2,2,0.137,10.8,2,15508.73,1,11089.92,1
22,32657.15,0.0,12899.57,0.395,5,0,0.203,16.2,1,18961.78,0,8726.47,1
51,42468.38,24.1,14566.65,0.343,4,0,0.584,18.4,0,2574.29,1,1524.97,1
65,56839.91,1.0,21144.45,0.372,5,2,0.112,11.1,0,18525.27,0,5485.54,0
54,59663.87,3.2,10083.19,0.169,4,2,0.373,14.0,0,11530.42,1,2201.54,1
32,50192.16,10.3,15358.8,0.306,7,2,0.277,10.6,1,5531.03,1,6270.34,0
61,25868.73,1.3,6544.79,0.253,2,2,0.542,0.3,1,3484.7,1,2066.56,0
53,157787.69,3.2,71004.46,0.45,4,3,0.447,0.0,0,9485.36,2,5623.27,1
32,43565.25,0.7,15509.23,0.356,2,1,0.306,5.2,1,8891.45,0,3065.77,0
60,51799.4,2.5,13157.05,0.254,6,1,0.293,10.0,1,19057.66,1,1468.2,1
65,66728.04,1.0,21753.34,0.326,10,3,0.217,0.5,5,10289.15,0,9111.74,1
40,35658.66,2.3,6917.78,0.194,2,2,0.152,8.0,4,5153.26,0,3243.46,0
23,50436.14,2.3,15181.28,0.301,3,0,0.1,12.1,3,3896.21,0,9687.15,1
63,34940.6,24.9,15269.04,0.437,7,1,0.15,0.1,0,10806.08,1,5508.8,1
67,60341.5,26.3,9051.22,0.15,1,0,0.454,12.9,0,9922.34,2,2839.05,1
61,42701.47,0.6,14561.2,0.341,11,4,0.324,9.3,0,21856.41,2,12256.37,1
60,56070.17,6.5,13344.7,0.238,4,0,0.213,8.0,1,7367.92,0,4056.59,1
62,29048.77,0.3,4357.32,0.15,4,1,0.099,1.7,0,12723.51,1,5230.5,1
38,32387.95,0.2,20404.41,0.63,6,1,0.429,11.4,1,9139.27,0,2094.17,0
40,24771.02,0.6,13326.81,0.538,4,1,0.092,8.8,0,1955.9,0,1719.46,1
60,34362.98,16.8,8934.37,0.26,3,0,0.423,0.0,1,15208.77,1,3734.89,0
33,13537.76,14.1,4156.09,0.307,5,1,0.083,9.1,0,7664.4,0,1020.52,1
64,42043.07,1.1,1976.02,0.047,5,2,0.05,3.2,1,14698.07,1,3589.14,1
32,37529.4,0.9,4165.76,0.111,7,1,0.167,4.5,0,10954.94,2,3817.99,1
42,52862.82,1.4,9568.17,0.181,5,4,0.2,8.5,1,5468.38,1,869.72,0
53,50126.44,3.6,17293.62,0.345,5,2,0.402,10.3,0,8914.74,1,14019.39,1
28,91907.68,4.2,30605.26,0.333,6,1,0.352,13.3,0,9712.61,0,17115.58,1
68,179360.87,1.3,71744.35,0.4,2,2,0.132,3.7,1,11052.46,0,15417.27,1
32,86575.27,7.1,39132.02,0.452,5,0,0.157,8.2,1,13458.91,1,2431.94,1
